"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"SQ_CANDIDATO";"DS_MOTIVO_CASSACAO"
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000624729";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000625185";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000619350";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000619362";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000619366";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000626316";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000613606";"Impugnação"
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000622217";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000607877";"Ficha limpa (LC 64/90)"
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000607966";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000614923";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000601149";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000615669";"Indeferimento de partido ou coligação."
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000625243";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000615673";"Compra de voto (Lei 9.504/97)."
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000618128";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000625290";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000616114";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000629933";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000628067";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000621135";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000628395";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000611476";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000614820";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000618074";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000618075";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000624731";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000624737";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000624739";"Impugnação"
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000615665";"Indeferimento de partido ou coligação."
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000618139";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000625153";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000621087";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000627901";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000625180";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000626494";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000629942";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000629878";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000628324";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000629485";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000626317";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000614705";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000628305";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000610754";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000627778";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000611521";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000602147";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000601159";"Impugnação"
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000624780";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000624763";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000625260";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000624653";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000624656";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000629938";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000611483";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000626230";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000629782";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000629491";"Indeferimento de partido ou coligação."
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000629776";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000626308";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000626318";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000611430";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000603297";"Ficha limpa (LC 64/90)"
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000606170";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000607874";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000611448";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000603719";"Ficha limpa (LC 64/90)"
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000615666";"Indeferimento de partido ou coligação."
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000625258";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000619298";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000626194";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000629150";"Ausência de requisito de registro "
"03/10/2018";"08:04:51";"2018";"2";"Eleição Ordinária";"297";"Eleições Gerais Estaduais 2018";"RJ";"RJ";"RIO DE JANEIRO";"190000622947";"Ausência de requisito de registro "
